time,x,y,vx,vy,omega,linear_velocity,distance_from_start,goal_status
31.08,2.5987187653840436,1.7473682896055245,-0.25876800226951635,9.774606767788512e-06,-0.10258092532157599,0.2587680024541275,4.359963301546359,ACTIVE
31.113,2.589916462715133,1.747627154166463,-0.2591866423887887,5.387285940822162e-06,-0.0923956140306103,0.259186642444777,4.368747310512445,ACTIVE
31.147,2.5813604997108155,1.7479049821440167,-0.2595468751384522,-4.394746651075615e-06,-0.09156951585607687,0.259546875175659,4.377284496187703,ACTIVE
31.18,2.5727985648295366,1.748208431209148,-0.259649115983263,-1.7522629299078843e-05,-0.08898326832191944,0.2596491165745274,4.385826686806778,ACTIVE
31.214,2.5639828965368348,1.7485496682189023,-0.25938503233685134,1.0970669298754343e-05,-0.09899382083897548,0.25938503256885315,4.394620949413327,ACTIVE
31.247,2.555456020075871,1.7489102509599752,-0.25769805290625303,8.945938718105638e-05,-0.08298062727656702,0.25769806843408033,4.403125983675561,ACTIVE
31.28,2.546939364497104,1.7492921707016795,-0.2593590068107853,5.611704972654022e-06,-0.09292084325638822,0.259359006871495,4.411620053004239,ACTIVE
31.314,2.5381249607490948,1.749714749664269,-0.25961062964479803,-9.972357133689394e-06,-0.09620672406101696,0.2596106298363309,4.4204101032842384,ACTIVE
31.347,2.5295914534778006,1.7501580313949392,-0.2586025284794167,-1.5316804588759794e-05,-0.17302821571498814,0.2586025289330173,4.428918788594643,ACTIVE
31.38,2.521062993698481,1.7506433122848513,-0.2599258686662109,1.5214633348683768e-05,-0.09547863360431877,0.2599258691115015,4.437420887526913,ACTIVE
31.414,2.5122513676528424,1.7511765918093296,-0.25960750802724786,0.0001911925630192525,-0.10090593606029341,0.2596075784308188,4.446204168146024,ACTIVE
31.447,2.5037094223823844,1.7517199811237933,-0.25888951757487794,1.0338786026683339e-05,-0.10850442518456513,0.2588895177813183,4.454717754996918,ACTIVE
31.48,2.4951910483732807,1.7522959136636544,-0.25842029413035966,-5.153714715246116e-06,-0.1490271656419249,0.25842029418175033,4.463206679355202,ACTIVE
31.514,2.48642236089565,1.7529319846804794,-0.2586427671120069,-8.000572300128489e-06,-0.15009979002237903,0.25864276723574736,4.471943550490896,ACTIVE
31.547,2.477910334968607,1.7535923069810808,-0.25872736721515616,-1.1698363341028362e-05,-0.14824855374861162,0.25872736747962705,4.4804232239159845,ACTIVE
31.58,2.469391726930974,1.7542908785525946,-0.2588402293116607,7.968702874744729e-05,-0.11116514025621102,0.25884024157795793,4.488908210440766,ACTIVE
31.614,2.461208890210938,1.754971343960341,-0.23189587833498101,-0.0004590532143161595,0.07977375956934979,0.23189633269762136,4.497058609154362,ACTIVE
31.646,2.4535639095325648,1.7555849790411118,-0.23435438444895837,-0.00029251464873693636,0.06507850531512675,0.23435456700322677,4.504674330994227,ACTIVE
31.68,2.4459544111785543,1.7561998248222697,-0.23294788535403024,0.00018896147467584168,-0.1037593146508871,0.2329479619944191,4.512254732557097,ACTIVE
31.714,2.438114556661289,1.7568473725268485,-0.23047575803779144,-0.0015872982460433081,-0.35250299787805767,0.23048122387478004,4.52006426446334,ACTIVE
31.747,2.4302318945050287,1.7575913910388261,-0.24740347689522518,-0.0001334746547519347,-0.2829741941138981,0.2474035129001399,4.527913130840784,ACTIVE
31.78,2.4219331916130167,1.758468705396532,-0.2543083438856879,0.00012906639713637647,-0.25176621957888196,0.2543083766375307,4.536172989550268,ACTIVE
31.814,2.4133698114238915,1.7594535856979645,-0.25231370093324884,0.0001618597952940115,-0.2693151281079858,0.2523137528499512,4.544693653495178,ACTIVE
31.847,2.4051527839057982,1.7604740983664877,-0.25016170637791185,0.0005797077096039924,-0.2868135359130591,0.25016237806460256,4.552867259479737,ACTIVE
31.88,2.3969656042184853,1.761565637487619,-0.25083919497796403,5.825653957313576e-05,-0.28343255333775363,0.2508392017429043,4.561008823532794,ACTIVE
31.914,2.3884586666188348,1.7627788044770727,-0.2551417078208192,8.675586169577809e-06,-0.25188181958628114,0.2551417079683172,4.56946594902996,ACTIVE
31.947,2.380066694611076,1.7640471280002359,-0.2575736901039358,1.3458195986526533e-06,-0.23383311755495137,0.2575736901074518,4.577806708697331,ACTIVE
31.98,2.37169645240634,1.7653812507710616,-0.2560692979942919,8.842687112343983e-05,-0.22080436092700123,0.2560693132622513,4.58612395064887,ACTIVE
32.014,2.363104320811799,1.7668165544041894,-0.25695363439915786,3.887823168464283e-05,-0.2409160891803994,0.25695363734038285,4.59465996523408,ACTIVE
32.047,2.3547533379151107,1.7682805882426655,-0.25705436619041955,1.529210099913969e-05,-0.23899477406617065,0.25705436664528125,4.60295463398739,ACTIVE
32.08,2.3463853965469474,1.7698084373532437,-0.2580561266943016,1.9093563525994506e-05,-0.1793259621713952,0.25805612740066763,4.611264724191152,ACTIVE
32.114,2.33775559046141,1.7714372411501838,-0.2585220532607133,4.394185828135444e-06,-0.17974225335226685,0.25852205329805805,4.619833810954177,ACTIVE
32.147,2.3293742665261226,1.7730710655862394,-0.2589873949424526,-1.6110675901341576e-05,-0.17986486197103874,0.25898739544354626,4.628155185872127,ACTIVE
32.18,2.3209880843735,1.774757220267844,-0.25942539346438837,-2.1630471510103444e-05,-0.18025579382894466,0.2594253943661453,4.636480473718791,ACTIVE
32.214,2.3123709902235023,1.7765570891999996,-0.2574900244784921,-8.959651942049701e-05,-0.32658168335885956,0.25749004006654463,4.64503366273207,ACTIVE
32.247,2.3040313942333284,1.7783873432333985,-0.2588868382895585,-6.494500638857398e-05,-0.28508368441001886,0.2588868464356926,4.653309450183624,ACTIVE
32.28,2.29570995993351,1.7802952859445962,-0.25850909947173495,-5.025986660524978e-05,-0.2847600004250917,0.2585091043575478,4.661565562358583,ACTIVE
32.314,2.2871737898361206,1.7823229833020482,-0.25753847626280174,-0.0010862492367398682,-0.23134929456587222,0.2575407670509079,4.670033569283271,ACTIVE
32.347,2.2789567642232185,1.784329339602329,-0.25492992703705536,0.0005167432901246674,-0.17824756164580605,0.2549304507561744,4.67818436672987,ACTIVE
32.38,2.2707638370291274,1.7864088410404513,-0.2576652510496887,-2.563754309738847e-05,-0.15041012263566989,0.25766525232514903,4.686309950439449,ACTIVE
32.414,2.2623236781387774,1.7886052622294124,-0.25539770770629544,9.080885534754057e-05,-0.2836492413403743,0.25539772385023035,4.694680328477331,ACTIVE
32.447,2.254151231825622,1.7908080728668025,-0.25700283337713553,3.985030717645888e-05,-0.23891289382500058,0.25700283646668703,4.702784196799465,ACTIVE
32.48,2.2459514524545847,1.793078098824791,-0.25853531475298314,3.9538345149359166e-05,-0.15545674201514068,0.25853531777632394,4.710914722722089,ACTIVE
32.514,2.237478575461099,1.7954648693225828,-0.25915168470560135,1.3449154602551694e-05,-0.11182272404842752,0.2591516850545857,4.71931627958245,ACTIVE
32.547,2.2292476980318967,1.7978160870047677,-0.2596209647312697,-4.962287602591764e-06,-0.11214171439404785,0.2596209647786933,4.727478370523621,ACTIVE
32.58,2.2210110878841633,1.8002015782828762,-0.26006410279916875,-1.5813702496175752e-05,-0.1122408204418319,0.26006410327996016,4.735646669672632,ACTIVE
32.614,2.2128661628891297,1.8025939546417742,-0.2461382234178039,-2.1623131082296188e-05,-0.12975607537024403,0.246138224367595,4.743724569133773,ACTIVE
32.647,2.2050441611276246,1.804922698427864,-0.24756252969226067,-6.629250997601532e-05,-0.08695943577650059,0.24756253856819355,4.75148274069439,ACTIVE
32.68,2.197224302409059,1.8072727973799707,-0.24721675328266543,-0.00021537320977854657,-0.0808088560158092,0.24721684709833544,4.759239574819744,ACTIVE
32.714,2.1891129794202127,1.8097351428007808,-0.2500489013319448,-3.9778594339442974e-05,-0.0547468746983814,0.250048904495999,4.767286352145393,ACTIVE
32.747,2.1811234768518557,1.8121762222013393,-0.25577720855741815,8.140771741159403e-05,-0.06911923488090829,0.25577722151247445,4.775213350711091,ACTIVE
32.78,2.1729681324589936,1.8146934617111383,-0.26111554898149264,5.217723619997672e-05,-0.18240982328303812,0.2611155541946329,4.783305787049177,ACTIVE
32.814,2.1646086873757344,1.8173220343988246,-0.2573179208947387,1.51871933596337e-05,-0.17941578370130593,0.25731792134292136,4.791601222902043,ACTIVE
32.847,2.1565166099033206,1.819918716569089,-0.2575981240589456,1.6384614838216294e-05,-0.18066993413603763,0.25759812458002007,4.7996317416138705,ACTIVE
32.88,2.1484398242969163,1.8225672500823664,-0.25771013982277774,7.471373642556345e-06,-0.2075411359121314,0.2577101399310805,4.807647439487407,ACTIVE
32.914,2.1401257714096356,1.8253577017920801,-0.2581473640290588,3.884617486779596e-06,-0.20783665286563194,0.25814736405828675,4.815898972581779,ACTIVE
32.947,2.132060952190843,1.8281268143386715,-0.2585964470581052,-5.697744297095131e-06,-0.20788788537729117,0.2585964471208754,4.823903598092348,ACTIVE
32.98,2.123987287000944,1.83095385379987,-0.2593730482280641,-1.0832806786126303e-05,-0.15281839896408753,0.2593730484542821,4.8319176864286995,ACTIVE
33.014,2.1156780712467667,1.8339105673302554,-0.25938091212269687,-9.224593913378931e-06,-0.14971809784647602,0.25938091228672805,4.840166596627854,ACTIVE
33.046,2.107634123293291,1.8368199973431862,-0.258850898208785,0.00011549960049576924,-0.1421294244678196,0.25885092397681814,4.848153188210009,ACTIVE
33.08,2.099640400371487,1.8397543001320842,-0.25792722140627283,-3.130709601621706e-05,-0.1339917251210062,0.2579272233062938,4.856091041514629,ACTIVE
33.114,2.091377683667082,1.8428217966032339,-0.2592470908131619,-2.4665514138919042e-05,-0.09815089956668241,0.2592470919865359,4.864297455098236,ACTIVE
33.147,2.0833664830366394,1.8458248598866194,-0.2593601821285151,-3.630050707123522e-05,-0.09723560393242053,0.25936018466885646,4.872255601610384,ACTIVE
33.18,2.075365588495419,1.8488597466280239,-0.2592560692878384,0.00026346715896970185,-0.10197597825013786,0.2592562031611285,4.8802049462296395,ACTIVE
33.214,2.067148258750416,1.8520074681155825,-0.25831521013628567,6.248562806246416e-05,-0.10946468132207418,0.25831521769382293,4.888370987576218,ACTIVE
33.247,2.0591963606630563,1.8550839281113216,-0.2585542470971475,6.205770099326768e-07,-0.11048614345497543,0.25855424709789226,4.896274888493928,ACTIVE
33.28,2.051249401880227,1.858191882426062,-0.25865984466529984,8.760415373954e-06,-0.11241103383334553,0.2586598448136508,4.904175484776211,ACTIVE
33.314,2.043082209208693,1.8614293397240111,-0.25844705838012205,-8.181369382811998e-06,-0.17342558346064393,0.2584470585096163,4.912296643382885,ACTIVE
33.347,2.035165798315908,1.8646207107207478,-0.258770193083604,-1.3468429910984403e-05,-0.1725831579618746,0.25877019343410534,4.920169920884628,ACTIVE
33.38,2.0275764226655166,1.867733099124842,-0.2441753989039219,-1.960907254217048e-05,-0.2256604830163686,0.24417539969129795,4.927719364396876,ACTIVE
33.414,2.0198707851596853,1.8709559800770588,-0.2450317472971267,0.00020288012016127233,-0.1610952443367574,0.24503183128692915,4.935385860043453,ACTIVE
33.449,2.012453786423487,1.8741085119178567,-0.24359237021472294,6.647628058323307e-05,-0.14740894599301824,0.24359237928540073,4.942766729438515,ACTIVE
33.48,2.0050433363367395,1.8772975489308055,-0.24544352630870814,2.4705322092546944e-05,-0.15794638539834896,0.2454435275520755,4.950142789310117,ACTIVE
33.514,1.9972036455886926,1.8807202878707339,-0.25646894935486364,-1.1490210709702575e-06,-0.20132939752485335,0.2564689493574375,4.957947971182313,ACTIVE
33.547,1.9894068144994006,1.8841762404935671,-0.25903886395054254,-2.4704321968702092e-05,-0.14386695046867853,0.25903886512855795,4.965712467151368,ACTIVE
33.58,1.9816068167879102,1.8876771169752886,-0.2591130833997076,-2.3249087161711368e-05,-0.1462136981647502,0.25911308444272724,4.973482264298266,ACTIVE
33.614,1.9735956757686894,1.8913167071972663,-0.25914255085804205,0.0001036935479316603,-0.1102978705927409,0.2591425716040589,4.981464719372789,ACTIVE
33.647,1.9659087797292916,1.894841612849736,-0.2557733200677741,7.482211442524922e-05,-0.07395788083116286,0.2557733310117394,4.989126453535558,ACTIVE
33.68,1.9581618819005366,1.8984182124735665,-0.25857359386282597,8.638106722455574e-06,-0.12668727030920449,0.25857359400711155,4.996850441924009,ACTIVE
33.714,1.950189130858365,1.9021391145548987,-0.25880901190387373,-5.3644469278912865e-06,-0.12730671130717103,0.2588090119594693,5.004802148245659,ACTIVE
33.747,1.9424647101043304,1.905784174643422,-0.2588030927924166,-1.0351361942190218e-06,-0.12572101075731582,0.2588030927944867,5.0125086971188075,ACTIVE
33.779,1.934758817432478,1.9094607313338448,-0.258603351649622,8.720401305586933e-05,-0.12073070992951702,0.25860336635271775,5.020199300692498,ACTIVE
33.814,1.9266949340163617,1.913340784811756,-0.263864925031532,-3.494199704849599e-05,-0.014823070273472641,0.2638649273451081,5.028250015335062,ACTIVE
33.847,1.9189313318249681,1.9170791381346843,-0.2587981217068404,5.740091245351464e-05,0.02003063197821866,0.2587981280725449,5.036003797217174,ACTIVE
33.88,1.9112163749632143,1.9207890755532893,-0.25958349981461626,1.6947153086005473e-05,0.018041271290387635,0.2595835003678217,5.043711777600773,ACTIVE
33.914,1.903357714587526,1.9245769661079635,-0.25710905662684314,-2.0052451431926133e-05,-0.20508066043050802,0.25710905740880863,5.051566147983935,ACTIVE
33.947,1.8957211295230447,1.9283221764437668,-0.2581573064811794,-6.81176254252458e-06,-0.2611996565056415,0.2581573065710473,5.059201292710717,ACTIVE
33.98,1.8881005194665221,1.9321411835152893,-0.2584103417694624,-2.22390782945725e-05,-0.2627266603211224,0.25841034272642216,5.06682328915329,ACTIVE
34.013,1.8804012323767538,1.936068670324772,-0.25206098969481516,-5.4024535169366894e-05,-0.0325822240012109,0.25206099548438693,5.074526995486196,ACTIVE
34.047,1.8728859567283804,1.9399228049726434,-0.25706549817974333,5.846460372142814e-05,-0.04042802392537275,0.2570655048280681,5.0820495456217225,ACTIVE
34.08,1.865320194718793,1.9438206699022427,-0.2581374979379181,-6.209932410725094e-06,-0.05795886505354289,0.2581374980126133,5.089625611352829,ACTIVE
34.114,1.857485238679686,1.947870899534828,-0.2596993547604511,-5.547733759304896e-05,-0.050230077987734906,0.25969936068602406,5.09747439923589,ACTIVE
34.147,1.849884243627691,1.9518171006615062,-0.25947801929133346,9.589751928551493e-06,-0.049137894928357344,0.2594780194685418,5.105091920914791,ACTIVE
34.18,1.8423152961667113,1.9557703920411145,-0.2586325263214154,0.00013271399576250675,-0.05912335940914552,0.25863256037166377,5.1126804300723965,ACTIVE
34.214,1.8346455555130654,1.9597984188433917,-0.254665802816475,-2.6318034544114965e-05,-0.09492045984840988,0.25466580417637286,5.1203731827589065,ACTIVE
34.247,1.8271665029926536,1.9637557257547322,-0.25840193069681816,1.5206492852928855e-05,-0.12021986268829393,0.25840193114425564,5.127877858692233,ACTIVE
34.28,1.8196439734463041,1.9677729850121592,-0.2585370144749858,8.364745873012946e-06,-0.11721870123713868,0.25853701461030293,5.135429444490182,ACTIVE
34.314,1.81186466147265,1.9719490130733628,-0.2603435767254043,2.990232862618014e-05,0.05891686811952001,0.2603435784426529,5.143242198468885,ACTIVE
34.347,1.8042970297961758,1.9760010873829656,-0.26035088967103825,-3.7397482837847607e-06,0.00046003181468429324,0.2603508896978976,5.150845418387316,ACTIVE
34.38,1.7967179331347025,1.980059205562779,-0.26063057301025366,-2.444855866826079e-06,-0.0005122836091749456,0.26063057302172066,5.158463241575461,ACTIVE
34.414,1.7889149492161778,1.98424292590064,-0.2601889561015681,-4.5422832457162055e-05,-0.05497241115225325,0.26018896006644376,5.166309369153998,ACTIVE
34.447,1.7813460146683637,1.9883280946572766,-0.2597744433815468,5.734480347058257e-05,-0.11442996959907326,0.2597744497109347,5.17392357292315,ACTIVE
34.48,1.773824005418409,1.9924274545272336,-0.2590451634201529,1.027199094798259e-05,-0.12164881013272838,0.2590451636238119,5.181494118468443,ACTIVE
34.514,1.7662091811901572,1.9966103728203393,-0.2537938113286963,8.20029334916289e-05,0.01600241660694604,0.25379382457661764,5.189161666122014,ACTIVE
34.547,1.7587398596092358,2.000709788964666,-0.2599570219655537,4.075801904052101e-05,0.010070913941339844,0.2599570251607282,5.196685774334722,ACTIVE
34.58,1.7513634839163317,2.004766192077271,-0.2527365210308709,0.0002455019838403377,-0.07042006902905738,0.25273664026810977,5.204119386572949,ACTIVE
34.613,1.7439202951955763,2.008886084708195,-0.2516121359891269,-2.6087666870663884e-05,-0.1266933027511653,0.25161213734153853,5.211623778734693,ACTIVE
34.647,1.7365788262912163,2.012991160882692,-0.2577790305950455,1.856011752478237e-05,-0.16849568610842158,0.25777903126321067,5.219029301144694,ACTIVE
34.68,1.7291605466322417,2.017186291804408,-0.25843618832779935,2.1020047041200862e-05,-0.12943445054927905,0.2584361891826378,5.22651619599796,ACTIVE
34.714,1.7215236991317546,2.0215482821074056,-0.25888432033629416,4.067562538526137e-06,-0.12994835199212068,0.2588843203682487,5.234227758270738,ACTIVE
34.747,1.7141169643263205,2.025821270652836,-0.2593416119221443,-1.1051239071468988e-05,-0.1302043372589196,0.2593416121576057,5.241711003609983,ACTIVE
